Card ID,Title,Card Type,Owner User ID,Owner Name,Page,Page ID,Last Modified Date/Time,Locked,Description,Dataset ID,Dataset Name,Page Type,Parent Page ID,_BATCH_ID_,_BATCH_LAST_RUN_
9232726,Views YTD,kpi,2108468806,Charles Cooper,Content Video Views,1782014060,2024-01-11 19:19:02,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
9633929,Active vs Inactive Subscriber Ratio,kpi,,,Subscriber Activity ,1828819015,2025-04-21 16:08:30,false,,6194774e-df8a-4750-985a-e8c33c3724d2,PROD | user activity agg,page,,1.0,2026-06-16 18:49:38
9760562,"Matthew Murman's Notebook Apr 3, 2023",Text,1501567905,Matthew Murman,Event Deep Dive (SLT Deck),687859775,2023-05-17 15:12:43,true,,,,page,,1.0,2026-06-16 18:49:38
10094463,Engagements,kpi,2108468806,Charles Cooper,Exec Summary - Social Media,114576837,2024-10-01 17:50:03,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
10897846,Pausing - Charges,kpi,1501567905,Matthew Murman,Subscription Pausing,2004331761,2025-09-10 14:24:18,false,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,page,,1.0,2026-06-16 18:49:38
11539406,Monthly -- Subscriber Retention,kpi,2108468806,Charles Cooper,Weekly SLT Metrics - Price Change (Renewals) New,1681037236,2026-03-05 17:15:41,false,,5f10fb1f-27b2-405c-a798-27a06c72dc2d,PROD | Pricing Changes Renewals,page,,1.0,2026-06-16 18:49:38
11685542,"Charles Cooper's Notebook Feb 7, 2025",Text,2108468806,Charles Cooper,Ad Sales,148093789,2025-02-14 20:26:34,false,,,,dataappview,1822912520,1.0,2026-06-16 18:49:38
11742385,Publish Count MTD,kpi,2108468806,Charles Cooper,Content Video Views,1782014060,2024-01-11 19:25:11,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
12974617,Aggregate Quota Attainment,kpi,2138786980,Daniel Everett,DEP - 2023 RAQ Goal Attainment,1695272518,2023-05-22 15:27:21,false,,0305106d-65d8-45ca-898c-c34862bacd6a,PROD | RAQ 2023 Quota Attainment,page,,1.0,2026-06-16 18:49:38
13826198,Gross Visits by Vertical - Marketing Channel,kpi,2108468806,Charles Cooper,Orphan,,2024-01-31 15:27:10,false,,b261be31-5ed8-4e9a-97f7-dbe59263dd36,PROD | Visits Web,,,1.0,2026-06-16 18:49:38
14852748,Cheer Net Payment,kpi,2108468806,Charles Cooper,DEP - Varsity UK Data,1713215782,2024-03-18 21:51:12,false,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,page,,1.0,2026-06-16 18:49:38
15064903,Duplicate of Reasons for Dissatisfaction with Live Coverage,kpi,2054344589,Charles Boehmig,Orphan,,2025-11-05 19:47:00,false,"Why, specifically, were you dissatisfied with our live [SPORT] coverage?",80367ed5-4385-49da-9c41-776cffdd56a6,FED | Qualtrics v2,,,1.0,2026-06-16 18:49:38
15080021,<-- Only Filters,kpi,1501567905,Matthew Murman,Month End Reporting,421836926,2024-10-28 20:50:47,true,,af3351b8-9f42-464c-b3bd-6cf1f0850993,PROD | Netsuite - Forecasts vs Actuals,page,,1.0,2026-06-16 18:49:38
15471320,Total Viewership FCST Heatmap,kpi,2108468806,Charles Cooper,WIP - 2024 Landing Page,2039425800,2024-06-10 17:12:48,false,,30949693-e445-4e72-8eff-d4b0277c5a9c,PROD | Event Agg Enumerated,page,,1.0,2026-06-16 18:49:38
15681756,# of Impacted viewers - Breakdown by Accounts (Feeds only),kpi,959020289,LJ Helbig,Accounts Breakdown,1406631631,2024-11-05 00:24:09,false,Error Minute Free Percentage,7ac4e7e9-3120-479e-b889-4138a1117271,PROD | Salesforce Incidents,page,,1.0,2026-06-16 18:49:38
16414858,Expected Signups - 3Q,kpi,2108468806,Charles Cooper,Intra Month and Year Pacing,1848031483,2025-10-27 16:22:26,false,,cde85486-4040-412c-8dfa-0047b6d07c53,PROD | 3Q SIGNUPS,page,,1.0,2026-06-16 18:49:38
17075613,Event Comparison - Vertical Agg,kpi,,,DEP - Marketing Events,228565804,2023-10-11 20:36:00,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
17334783,VOD Duration Published by Year by Vertical,kpi,,,2024 VOD Value Explorer,1587590406,2025-04-21 16:08:30,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
17531669,GM Scorecard Vertical,kpi,363283542,Matthew Williams,GM Weekly Scorecard,2117504814,2026-01-20 15:34:07,false,,462d975f-8fc1-4da8-8901-b5add03e2cf2,View of GM Scorecard Query,page,,1.0,2026-06-16 18:49:38
17543056,Payments by Country Code,kpi,2108468806,Charles Cooper,Shared,'-100002,2025-10-07 22:19:15,false,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,page,,1.0,2026-06-16 18:49:38
17546417,Full Year,kpi,2108468806,Charles Cooper,2025 Content Goals,1851545776,2025-02-02 18:26:19,false,,b8b43b58-7b5c-4e69-8c1b-cc4738f067ff,PROD | 2025 Content Goals,page,,1.0,2026-06-16 18:49:38
17860849,Programming - June,kpi,2108468806,Charles Cooper,DEPRACATED - Programming,40808526,2024-07-29 00:23:44,false,,46c3ed05-dedf-4128-9a01-357d2c74a6db,PROD |2024 Programming,page,,1.0,2026-06-16 18:49:38
18827769,Duplicate of FloCheer Video Views - Running Total,kpi,,,DEP - Tour de France Traffic,132275820,2025-07-28 13:48:24,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
18885801,PROD | Viewer Agg,kpi,2108468806,Charles Cooper,Overview,'-100000,2024-12-03 14:54:05,false,,89604f30-f3a5-45cc-896b-0ecec9b65fc4,PROD | Viewer Agg,page,,1.0,2026-06-16 18:49:38
19020044,Top Root Cause Category Details - SF Incidents - ERROR MINUTES,kpi,959020289,LJ Helbig,RC Breakdown - Error/Failed,257345989,2024-10-03 03:48:09,false,,7ac4e7e9-3120-479e-b889-4138a1117271,PROD | Salesforce Incidents,page,,1.0,2026-06-16 18:49:38
19061451,M1 Renewal Rate vs Forecast,kpi,1501567905,Matthew Murman,DEP - Exec Dashboard - 2024,753739662,2024-10-28 20:51:05,true,,14a77f57-8bfc-4c2a-9559-e30c3fd74e10,PROD | Forecast Agg - 2024,page,,1.0,2026-06-16 18:49:38
19768260,Photo Gallery -,kpi,2108468806,Charles Cooper,MileSplit Unique Views by Page Types,1503776539,2024-05-10 20:49:36,false,,ca80c248-1270-4557-a49b-944225e86a04,DEP - Milesplit Daily Uniques by Event Type,page,,1.0,2026-06-16 18:49:38
20068473,Impressions - Selected Time Period,kpi,2108468806,Charles Cooper,Content KPIs - By Custom Date Range,998895967,2025-07-18 02:40:52,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
21337459,Post Metrics Leaderboard (Ordered by Publish Date),kpi,2108468806,Charles Cooper,Total Viewership,1676854547,2025-08-07 21:23:04,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,dataappview,272929565,1.0,2026-06-16 18:49:38
21337459,Post Metrics Leaderboard (Ordered by Publish Date),kpi,2108468806,Charles Cooper,"""Total Viewership"" Dashboard",838138295,2025-08-07 21:23:04,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,page,,1.0,2026-06-16 18:49:38
21561229,FloTrack Rights Contracts - By Calendar Year,kpi,2108468806,Charles Cooper,Charles C. Sandbox,1310090918,2025-11-26 20:07:36,false,,a08c1751-93cc-4f66-8750-7b3ee2e4da66,PROD | Post Mortem Agg,page,,1.0,2026-06-16 18:49:38
21561229,FloTrack Rights Contracts - By Calendar Year,kpi,2108468806,Charles Cooper,Shared,'-100002,2025-11-26 20:07:36,false,,a08c1751-93cc-4f66-8750-7b3ee2e4da66,PROD | Post Mortem Agg,page,,1.0,2026-06-16 18:49:38
22327552,Current Season - Historical Baseline,kpi,2108468806,Charles Cooper,1 Year LTV,28070085,2026-05-04 00:25:22,false,,0c99c2ac-82fa-48b4-8d19-2b76cb0522b5,claude_vibe_code_of_1_year_ltv,page,,1.0,2026-06-16 18:49:38
22548205,"Matthew Murman's Notebook Apr 23, 2024",Text,1501567905,Matthew Murman,Ad Sales Revenue Report,79364444,2024-10-28 20:51:06,true,,,,page,,1.0,2026-06-16 18:49:38
22625286,"Charles Cooper's Notebook Feb 1, 2025",Text,2108468806,Charles Cooper,2025 Content Goals,1851545776,2025-02-03 15:24:41,false,,,,page,,1.0,2026-06-16 18:49:38
23043009,Position Based Signups & Cash - Display,kpi,1501567905,Matthew Murman,Marketing - Display,684053360,2026-06-02 18:46:41,true,Source and Medium are always the same for Display campaigns,60eceae2-6d19-491d-a88b-896b28ee2a2e,PROD | Marketing Channels,page,,1.0,2026-06-16 18:49:38
23208110,Period Selector,kpi,1800378209,Karen O'Brien,Orphan,,2026-05-30 11:23:50,false,,378d629c-27f6-4855-bbe5-427d1e39ea43,PROD | Subscription Period Agg,,,1.0,2026-06-16 18:49:38
23707125,Impressions - YoY,kpi,2108468806,Charles Cooper,Social Media - Post Performance,1500426147,2025-02-05 15:23:55,true,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,page,,1.0,2026-06-16 18:49:38
24194991,"Charles Cooper's Notebook Oct 23, 2023",Text,2108468806,Charles Cooper,Social Media - Profile Performance Report,610788130,2023-10-23 22:42:49,false,,,,page,,1.0,2026-06-16 18:49:38
24266385,ECA,kpi,1501567905,Matthew Murman,Murman Sandbox,847630105,2025-03-28 20:14:00,false,,c6543fea-31bc-44de-8ea1-5b362a8087a9,PROD | ECA Agg,page,,1.0,2026-06-16 18:49:38
24383265,Event Planning Status for Paid Media,kpi,,,Shared,'-100002,2024-06-11 20:02:16,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
24383265,Event Planning Status for Paid Media,kpi,,,Favorites,'-100003,2024-06-11 20:02:16,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
24383265,Event Planning Status for Paid Media,kpi,,,Paid Media / Growth Marketing,1158714664,2024-06-11 20:02:16,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
25363687,(Dynamic) Renewal Rate,kpi,1501567905,Matthew Murman,Churn/Renewal,255994140,2025-08-18 19:21:57,true,,378d629c-27f6-4855-bbe5-427d1e39ea43,PROD | Subscription Period Agg,page,,1.0,2026-06-16 18:49:38
25541129,Hockey - Last 7 Days Engagement Rate,kpi,2108468806,Charles Cooper,2026 Studio Shows Goal,512165335,2025-07-13 21:54:29,false,,810bb6f2-2648-4083-8953-e2361a04c653,raw_sprout_youtube_rolling_engagement_rates,page,,1.0,2026-06-16 18:49:38
25692538,Annual Eligible Renewal Base,kpi,1800378209,Karen O'Brien,Yearly (All Periods),632276611,2026-05-30 12:33:30,false,YoY,bc8125a1-bd7f-4173-9fb7-66cb0a56de07,PROD I Sub Period Agg - Capped,dataappview,1394525097,1.0,2026-06-16 18:49:38
26418733,Duplicate of Renewal Cash vs Plan,kpi,2108468806,Charles Cooper,Orphan,,2023-06-19 14:53:48,true,,c24e3ff8-a488-41b2-b35d-03774099a845,"PROD | Monthly Plan, Goals - 2023",,,1.0,2026-06-16 18:49:38
26994130,Hours Streamed,kpi,2108468806,Charles Cooper,DRAFT - Content Video Added Metrics,1410705317,2023-06-19 14:53:56,true,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
27007715,Posts (Ranked by Engagements) - Comparison Time Period,kpi,2108468806,Charles Cooper,Social Media Pacing,1539868284,2026-04-01 15:24:10,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,dataappview,1037203632,1.0,2026-06-16 18:49:38
27401790,CPMs by Demand Channel,kpi,2108468806,Charles Cooper,Ad Sales Reporting - Diligence Request,1271293685,2026-03-20 19:36:32,false,,487b5684-a2ba-4708-9e91-e416c198319b,raw_gam_spring_granular,page,,1.0,2026-06-16 18:49:38
27449946,Revenue,kpi,1501567905,Matthew Murman,Shared,'-100002,2024-10-28 20:54:53,true,,bbb45eaa-73a6-410f-a090-fc2f784586a6,"PROD | Ad Impressions, Revenue",page,,1.0,2026-06-16 18:49:38
27449946,Revenue,kpi,1501567905,Matthew Murman,Ad Sales,344962963,2024-10-28 20:54:53,true,,bbb45eaa-73a6-410f-a090-fc2f784586a6,"PROD | Ad Impressions, Revenue",page,,1.0,2026-06-16 18:49:38
27678099,RAQ Pipeline Deals (Monthly),kpi,1211402655,Adair Lyden,Attribution Forecast Dashboard,1613463464,2023-09-05 15:49:26,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
27835597,All Pre-Funnel Signups,kpi,2108468806,Charles Cooper,Produced Content Funnel Analysis,213074388,2025-03-11 16:28:36,false,,6e98e449-3773-4635-bedf-cd86c1388310,DEP | Funnel Agg,page,,1.0,2026-06-16 18:49:38
27935359,Impressions,kpi,2108468806,Charles Cooper,Total Viewership,1676854547,2024-06-05 22:14:48,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,dataappview,272929565,1.0,2026-06-16 18:49:38
27935359,Impressions,kpi,2108468806,Charles Cooper,"""Total Viewership"" Dashboard",838138295,2024-06-05 22:14:48,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,page,,1.0,2026-06-16 18:49:38
27990260,Duplicate of Last week vs 2 weeks before last,kpi,959020289,LJ Helbig,WIP - Year-Over-Year,1970933631,2025-01-04 03:03:22,false,,0723b234-d359-4252-b3c1-050b8ecd745b,PROD | Stream Agg,page,,1.0,2026-06-16 18:49:38
28010823,Attributes - Distinct Grand Total,kpi,,,Resonate Data (CB),696899777,2025-07-28 13:48:24,false,,1393856f-2847-4c77-8d2b-dd26ebd3beb1,FED | Gen Pop,page,,1.0,2026-06-16 18:49:38
28064315,Planning to Production Data Entry,kpi,1501567905,Matthew Murman,Operations Planning,127214682,2023-05-17 15:12:50,true,Events in the Daterange that are have Venue or Network incomplete,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
28195176,PROD | AHL 2025-26 Sub Tracker,kpi,2108468806,Charles Cooper,2025-26 AHL Subs,962465131,2026-01-16 17:40:58,false,,8f7c1d73-9917-43a1-b852-6f2cf8077197,PROD | AHL 2025-26 Sub Tracker,page,,1.0,2026-06-16 18:49:38
28858140,Social Media Post Metrics for GPT,kpi,2108468806,Charles Cooper,Cooper's Graveyard,1041268148,2025-05-07 22:30:36,false,,ec21ee3b-3bf5-44ed-9c58-dac3e4acd2e2,Social Media Post Metrics,page,,1.0,2026-06-16 18:49:38
29511078,Wallet Type Breakdown,kpi,363283542,Matthew Williams,Signups,468227134,2026-04-01 17:23:16,false,"Only Stripe payments have wallet types, ""Unknown"" is basically all normal credit cards",217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,dataappview,1037203632,1.0,2026-06-16 18:49:38
29740555,Production Estimated Actuals for Accruals,kpi,2108468806,Charles Cooper,Shared,'-100002,2026-04-21 16:21:33,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
29740555,Production Estimated Actuals for Accruals,kpi,2108468806,Charles Cooper,Favorites,'-100003,2026-04-21 16:21:33,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
29740555,Production Estimated Actuals for Accruals,kpi,2108468806,Charles Cooper,Operations Reports,655011366,2026-04-21 16:21:33,false,,7ccfc109-6432-4710-8883-f3c73a2958b3,PROD | Event Agg - Salesforce,page,,1.0,2026-06-16 18:49:38
30478445,Estimated GAAP Revenue by Month on Payments Received,kpi,1501567905,Matthew Murman,Financial Report,1912972161,2026-04-29 16:08:24,false,,2e471d30-eb1a-4cd6-adc6-0671b65c5d84,PROD | Revenue Recognition,page,,1.0,2026-06-16 18:49:38
30853938,MileSplit PVs by Page Type - Live Results Not Included,kpi,2108468806,Charles Cooper,Milesplit - Signups and PVs,509913504,2024-04-24 16:10:26,false,,9940af90-6896-459a-b95d-6df2cff0fefa,PROD | Fact Activity,page,,1.0,2026-06-16 18:49:38
30900767,Failed Logins,kpi,,,Domo - Stats Activity Log App,825066904,2023-05-15 13:55:25,false,"FAILED LOGINS
Displays the number of failed logins over time.",b27c6daa-9cbf-43a2-a197-2e7cfb1659e9,DomoStats | Activity Log,page,,1.0,2026-06-16 18:49:38
31378508,JB First 12 Months Calc,kpi,,,Overview,'-100000,2024-10-24 21:09:25,false,,89b57c9b-3022-404c-916e-a9d9b096f521,PROD | Dim Subscription,page,,1.0,2026-06-16 18:49:38
31456481,Iterable Waves,kpi,,,Sam's Sandbox,1556838856,2025-02-21 16:18:38,false,,4afe5137-b0b9-4f90-af34-1bf3a1817fc3,PROD | Email Iterable Waves,page,,1.0,2026-06-16 18:49:38
32131989,2023 Film Series Attrition Analysis,kpi,2108468806,Charles Cooper,FloFilms Series Deep Dive,1820018468,2024-01-25 19:11:28,false,,06248f69-4f07-4d38-96c9-017936fa679f,DEP_2023 Film Series Attrition Analysis,page,,1.0,2026-06-16 18:49:38
32160028,Monthly -- Estimated Incrementality,kpi,2108468806,Charles Cooper,Orphan,,2026-03-05 16:47:51,false,,5f10fb1f-27b2-405c-a798-27a06c72dc2d,PROD | Pricing Changes Renewals,,,1.0,2026-06-16 18:49:38
32981222,Monthly Eligible Renewal Base,kpi,1800378209,Karen O'Brien,Monthly (All Periods),1473956310,2026-05-30 13:42:57,false,YoY,bc8125a1-bd7f-4173-9fb7-66cb0a56de07,PROD I Sub Period Agg - Capped,dataappview,1394525097,1.0,2026-06-16 18:49:38
33454240,Yearly Cohorts,kpi,2108468806,Charles Cooper,Overview,'-100000,2023-07-20 17:19:52,false,,1623feec-819a-46c8-9be5-9cce4f9b2da7,DEP_finance_subs,page,,1.0,2026-06-16 18:49:38
34060318,Duplicate of Attribution Breakdown,kpi,,,DEP - Signups with Event Filters,1314206482,2024-10-24 21:09:25,false,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
34611778,Overall Satisfaction (Unweighted),kpi,2054344589,Charles Boehmig,Voice of the Customer Dashboard,1406350945,2025-11-05 19:47:02,false,Note: will not match weighted numbers in quarterly BI CSAT reports.,80367ed5-4385-49da-9c41-776cffdd56a6,FED | Qualtrics v2,page,,1.0,2026-06-16 18:49:38
35390342,Likelihood to Recommend,kpi,2054344589,Charles Boehmig,Global Partner Survey Dashboard (PSAT),352247857,2025-06-03 18:24:08,false,How likely are you to recommend FloSports as a partner to other organizations?,0b04e34f-2cb2-4ab9-92fc-07ecdf670a63,FED | PSAT Survey Data,page,,1.0,2026-06-16 18:49:38
35697832,% to Y2 Renewal Rate Forecast,kpi,1501567905,Matthew Murman,DEP - Exec Dashboard - 2025,29569250,2026-02-04 21:00:46,false,,6cf00e26-3b25-433d-aa5e-c441437ab70d,PROD | Forecast Agg - 2026 - CEO,page,,1.0,2026-06-16 18:49:38
36299443,Y1 Reactivated Renewals,kpi,1800378209,Karen O'Brien,Y1,1657887759,2026-05-29 20:08:26,false,(% of Eligible Base),378d629c-27f6-4855-bbe5-427d1e39ea43,PROD | Subscription Period Agg,dataappview,1394525097,1.0,2026-06-16 18:49:38
36589173,Non Booked - Streamlit,kpi,2108468806,Charles Cooper,POC - Budget Summary,1356249687,2025-02-21 19:43:12,false,,04a851fe-3943-42aa-a794-803b0424518c,POC | SOT with ECA,dataappview,335747032,1.0,2026-06-16 18:49:38
36723588,Where FloSports Excels,kpi,2054344589,Charles Boehmig,Global Partner Survey Dashboard (PSAT),352247857,2025-06-03 18:24:31,false,Where does FloSports excel as a partner?,0b04e34f-2cb2-4ab9-92fc-07ecdf670a63,FED | PSAT Survey Data,page,,1.0,2026-06-16 18:49:38
36834373,Dynamic Top 25,kpi,1501567905,Matthew Murman,Top 25 Events (Historical),1672889680,2024-03-26 13:51:29,true,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
37031284,Video CPMs,kpi,2108468806,Charles Cooper,Ad Sales Reporting - MTD,189039328,2026-06-01 15:20:38,false,,487b5684-a2ba-4708-9e91-e416c198319b,raw_gam_spring_granular,page,,1.0,2026-06-16 18:49:38
37980945,Period over Period,kpi,2108468806,Charles Cooper,Content KPIs - By Custom Date Range,998895967,2024-06-30 03:01:16,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
38160732,Net Followers - Facebook,kpi,2108468806,Charles Cooper,Social Media - Profile Performance Report,610788130,2023-10-23 22:35:59,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
